Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
Volvo S60,52790,Diesel,Auto,1,13.0,8
Mercedes Benz C Class,36500,Petrol,Auto,2,6.5,14
Mercedes Benz CLA Class,97380,Diesel,Auto,1,12.95,10
BMW X1,82850,Diesel,Auto,2,11.75,9
BMW 3 Series,61200,Diesel,Auto,2,14.95,7
BMW 3 Series,65890,Diesel,Auto,1,16.95,7
BMW 3 Series,68270,Diesel,Auto,1,13.95,9
Audi Q7,75200,Diesel,Auto,2,12.5,10
Mercedes Benz CLA Class,69250,Diesel,Auto,1,13.75,9
Audi A6,30000,Diesel,Auto,2,17.5,8
Volkswagen Polo,57790,Petrol,Manual,1,4.7,7
Maruti Swift,65069,CNG,Manual,1,5.0,8
Hyundai Xcent,32770,Petrol,Manual,1,3.14,10
Hyundai Creta,55020,Petrol,Manual,1,5.8,10
Renault Kwid,50230,Petrol,Manual,2,1.98,8
Tata PUNCH,8920,Petrol,Manual,1,5.5,1
KIA SELTOS,65230,Petrol,Manual,2,8.55,2
Maruti Swift,28860,Petrol,Manual,1,5.23,4
Tata Tiago,40860,Petrol,Manual,1,3.74,5
Toyota URBAN CRUISER,36980,Petrol,Manual,1,6.65,4
Mahindra Scorpio,49780,Diesel,Manual,1,13.71,4
Maruti Alto,4790,Petrol,Manual,1,3.45,3
Maruti Swift,55570,Petrol,Manual,1,5.25,3
Hyundai EXTER,16740,Petrol,Auto,1,7.8,2
Hyundai VENUE,31500,Petrol,Manual,2,6.4,4
Hyundai VENUE,35260,Petrol,Manual,1,6.33,4
Maruti New Wagon-R,35970,Petrol,Manual,1,3.97,4
Hyundai VENUE,33140,Petrol,Manual,1,6.02,4
Hyundai GRAND I10 NIOS,82250,CNG,Manual,1,5.15,4
Maruti New Wagon-R,12520,Petrol,Manual,1,5.1,1
Maruti Ciaz,95050,Petrol,Manual,1,3.38,10
Tata NEXON,28430,Petrol,Auto,1,6.79,4
Honda WR-V,56990,Petrol,Manual,1,3.96,8
Honda City,31200,Petrol,Auto,1,9.51,4
Renault Kiger,24190,Petrol,Auto,1,5.96,4
Skoda Superb,87280,Petrol,Auto,1,11.95,8
Maruti Swift,18070,Petrol,Manual,1,5.68,1
Maruti Baleno,21410,Petrol,Auto,1,7.17,1
Mahindra XUV300,56930,Diesel,Manual,1,4.61,6
Maruti Baleno,2220,Petrol,Auto,1,7.5,2
Tata Tiago,20790,Petrol,Manual,1,3.96,4
Maruti Swift,25650,Petrol,Manual,1,5.5,3
Skoda KUSHAQ,52660,Petrol,Manual,1,8.06,3
Hyundai Grand i10,80240,Petrol,Auto,2,3.33,10
Tata NEXON,72670,Petrol,Manual,1,5.18,5
Hyundai VENUE,82880,Petrol,Auto,1,5.63,6
Maruti Swift Dzire,22960,Petrol,Manual,1,2.95,12
Hyundai EXTER,11950,CNG,Manual,1,7.7,2
Honda WR-V,37110,Petrol,Manual,1,4.55,6
Tata TIGOR,31430,CNG,Manual,1,5.93,1
Maruti New Wagon-R,22260,Petrol,Auto,2,3.9,6
Hyundai Creta,38350,Petrol,Manual,1,10.27,4
Hyundai Verna,15920,Petrol,Manual,1,11.89,1
Hyundai Creta,57880,Petrol,Manual,1,7.25,6
Mahindra XUV300,44660,Petrol,Manual,2,7.24,3
Maruti Ciaz,66590,Petrol,Manual,1,6.2,5
Maruti S PRESSO,5120,Petrol,Auto,1,4.68,1
Renault Duster,52940,Petrol,Manual,2,3.87,7
Maruti Baleno,150000,Petrol,Manual,1,4.62,4
Tata ALTROZ,18230,Petrol,Manual,1,5.97,3
KIA SONET,22540,Petrol,Manual,1,8.48,4
Hyundai Elite i20,36010,Petrol,Manual,1,4.12,8
KIA SONET,20780,Petrol,Manual,1,7.65,2
Tata NEXON,32830,Petrol,Manual,1,6.75,4
Renault Kwid,32150,Petrol,Manual,2,2.03,9
Hyundai VENUE,22930,Petrol,Manual,1,8.15,3
Hyundai Creta,40700,Petrol,Auto,2,7.32,7
Ford Ecosport,51390,Diesel,Manual,1,5.8,6
Tata NEXON,23120,Petrol,Auto,1,8.51,3
Maruti Celerio,3390,Petrol,Auto,1,4.79,4
MG HECTOR,63570,Petrol,Auto,1,11.44,4
Hyundai Creta,30570,Diesel,Manual,1,9.45,3
Ford Ecosport,62640,Petrol,Auto,2,4.8,6
Maruti Alto K10,37960,Petrol,Manual,1,2.93,7
Tata Harrier,44380,Diesel,Auto,1,12.6,4
Hyundai Creta,72450,Petrol,Manual,1,4.72,9
Renault Kwid,28280,Petrol,Auto,1,3.62,3
Tata Tiago,42060,Petrol,Auto,1,4.86,4
Maruti Alto K10,20980,Petrol,Auto,1,3.08,8
Hyundai Elite i20,21650,Petrol,Manual,1,3.42,11
Mahindra SCORPIO-N,33080,Diesel,Manual,1,13.63,2
Tata NEXON,33420,Petrol,Manual,1,4.55,7
Hyundai Creta,98090,Petrol,Auto,1,5.77,8
Tata Harrier,67120,Diesel,Manual,1,9.49,5
Tata Tiago,48600,Petrol,Manual,1,3.78,6
Renault Kiger,15910,Petrol,Manual,1,5.79,1
Tata NEXON,31620,Petrol,Auto,2,7.46,3
Honda Mobilio,40890,Petrol,Manual,1,3.63,11
Maruti Baleno,67660,Petrol,Manual,1,5.13,5
Honda City,52960,Petrol,Manual,1,5.8,6
Maruti Alto,51180,CNG,Manual,1,3.71,3
Maruti Dzire,79830,Petrol,Auto,1,4.43,7
Honda Amaze,16200,Petrol,Manual,1,2.76,10
Hyundai GRAND I10 NIOS,27410,Petrol,Auto,1,5.55,5
Hyundai Creta,38890,Petrol,Manual,1,5.18,9
Hyundai Grand i10,54640,Petrol,Manual,1,3.75,9
Maruti Swift,74070,Petrol,Auto,1,4.37,7
MG ASTOR,67280,Petrol,Auto,1,10.39,2
Mahindra SCORPIO-N,12340,Diesel,Auto,1,15.93,2
Maruti S PRESSO,48660,Petrol,Manual,1,3.47,3
Maruti Ciaz,72440,Petrol,Auto,1,4.66,7
Tata TIGOR,8090,CNG,Manual,1,6.85,2
Maruti Ertiga,19650,Petrol,Manual,1,5.96,8
Maruti Swift Dzire,89250,Petrol,Manual,1,3.46,9
Maruti Dzire,13480,Petrol,Manual,1,4.65,8
Hyundai Creta,44440,Petrol,Auto,1,8.47,7
Tata Harrier,52600,Diesel,Manual,1,11.5,3
Maruti New Wagon-R,38010,Petrol,Manual,1,4.15,4
Ford Ecosport,73030,Petrol,Manual,2,4.76,6
Maruti Baleno,95430,Petrol,Manual,2,3.59,7
MG ASTOR,70230,Petrol,Manual,1,10.99,3
Maruti Baleno,64410,Petrol,Manual,1,3.29,9
Hyundai VENUE,57780,Petrol,Auto,1,6.8,6
Hyundai Elite i20,48870,Petrol,Manual,1,3.42,10
Hyundai Grand i10,74520,Petrol,Manual,1,3.0,9
Renault Kwid,58670,Petrol,Auto,1,3.16,5
Honda Amaze,41250,CNG,Auto,2,5.74,6
Maruti IGNIS,32090,Petrol,Auto,1,4.01,8
Mahindra XUV300,38270,Petrol,Auto,1,8.48,2
Ford Ecosport,74990,Petrol,Auto,1,6.32,7
Maruti Baleno,32229,Petrol,Manual,1,4.0,8
Maruti Baleno,44920,Petrol,Manual,1,3.28,9
Honda Amaze,40850,Petrol,Manual,1,3.14,9
Maruti Celerio,28230,Petrol,Manual,1,4.1,4
Maruti Celerio,40540,CNG,Manual,1,3.91,7
Honda WR-V,65870,Petrol,Manual,1,4.6,7
Hyundai Grand i10,47910,CNG,Auto,1,4.25,7
Skoda Rapid,69770,Petrol,Manual,2,3.19,11
Honda City,60990,Petrol,Auto,1,8.5,4
Maruti Wagon R 1.0,51030,Petrol,Manual,1,2.18,11
Maruti Wagon R 1.0,31980,Petrol,Manual,1,2.32,11
Hyundai Verna,40410,Petrol,Manual,1,7.73,6
Tata NEXON,88250,Diesel,Manual,1,5.53,6
Maruti Baleno,75140,Petrol,Manual,2,4.95,4
Maruti Wagon R 1.0,61670,Petrol,Auto,2,2.62,9
Maruti Wagon R 1.0,8260,Petrol,Manual,2,2.03,11
Hyundai Creta,120000,CNG,Manual,1,5.06,9
Maruti S PRESSO,64450,CNG,Manual,1,3.7,4
Hyundai i20,33180,Petrol,Manual,1,2.35,12
Tata NEXON,80900,Petrol,Auto,1,5.08,5
Renault Kwid,38030,Petrol,Manual,2,2.31,6
Maruti Wagon R 1.0,53080,CNG,Manual,1,3.3,8
Renault Kiger,74640,CNG,Manual,1,4.51,4
Skoda KUSHAQ,54780,Petrol,Auto,1,9.65,4
Maruti Baleno,62900,Petrol,Manual,1,4.43,7
Tata NEXON,25790,Petrol,Auto,1,6.44,6
Renault Duster,49640,Petrol,Auto,1,5.28,7
MG ASTOR,57080,Petrol,Auto,2,9.47,4
Maruti New Wagon-R,54130,Petrol,Auto,1,4.54,3
Ford Ecosport,63690,Petrol,Manual,1,3.36,11
Maruti Wagon R 1.0,63390,CNG,Manual,1,1.78,12
Tata TIGOR,44470,Petrol,Manual,1,4.11,7
Hyundai Elite i20,79170,Diesel,Manual,2,3.39,10
Maruti Celerio,85230,Petrol,Manual,1,3.3,9
Maruti New Wagon-R,75470,Petrol,Manual,2,3.5,5
Ford Ecosport,130000,Diesel,Manual,3,3.36,12
Maruti Ciaz,120000,Diesel,Manual,3,4.08,8
Toyota Etios,100000,Diesel,Manual,1,3.38,12
Hyundai Grand i10,140000,Diesel,Manual,1,2.36,11
Hyundai Verna,170000,Diesel,Manual,3,3.0,13
Tata Harrier,98200,Diesel,Manual,1,13.9,4
Maruti Zen Estilo,79780,Petrol,Manual,2,1.23,15
Hyundai Sonata,88640,Petrol,Manual,2,5.42,11
Maruti Alto K10,140000,Petrol,Manual,3,1.26,15
Hyundai i10,100000,Petrol,Manual,1,2.73,13
Tata Tiago,5370,Petrol,Manual,1,6.89,2
Hyundai i10,35560,Petrol,Manual,2,1.0,14
Toyota Fortuner,190000,Diesel,Manual,4,8.99,11
Skoda Yeti,130000,Diesel,Manual,3,2.22,13
Maruti Alto,160000,Petrol,Manual,2,2.5,6
Hyundai GRAND I10 NIOS,29280,Petrol,Manual,1,6.2,2
Maruti Swift,92500,Diesel,Manual,1,2.5,11
Maruti Ertiga,160000,Diesel,Manual,2,5.42,11
Renault TRIBER,76610,Petrol,Manual,1,4.45,3
Renault TRIBER,1230,Petrol,Manual,1,8.65,1
Ford FREESTYLE,110000,Diesel,Manual,1,4.41,7
Toyota Corolla Altis,85330,Diesel,Manual,3,5.14,11
Nissan Terrano,79830,Diesel,Manual,3,2.5,12
Ford Endeavour,250000,Diesel,Auto,2,16.95,9
Tata ALTROZ,55250,Petrol,Auto,1,6.5,4
Honda City,140000,Diesel,Manual,3,3.89,11
Hyundai Creta,150000,Diesel,Auto,1,10.97,7
Mahindra XUV300,63480,Diesel,Auto,1,11.0,4
Maruti BREZZA,18810,Petrol,Manual,1,9.81,3
Hyundai NEW I20,37250,Petrol,Manual,1,9.1,2
Mahindra XUV500,82000,Diesel,Manual,3,2.43,13
Maruti Ertiga,86530,Petrol,Manual,1,9.05,4
Maruti Alto 800,200000,Petrol,Manual,2,1.58,10
Volkswagen Polo,97640,Diesel,Manual,3,1.0,13
MG ASTOR,30000,Petrol,Auto,3,9.0,2
Hyundai Verna,120000,Diesel,Manual,1,3.81,13
Hyundai VENUE,72540,Diesel,Manual,1,8.9,4
Tata Nano,52820,Petrol,Manual,3,1.1,11
Toyota Etios,100000,Diesel,Manual,4,2.23,14
Honda City,79470,Petrol,Manual,2,5.5,8
Tata ALTROZ,29210,Petrol,Manual,1,7.0,3
Maruti Swift,68890,Petrol,Manual,1,6.61,3
Hyundai Creta,250000,Diesel,Manual,1,7.0,9
Maruti Celerio X,20450,Petrol,Manual,1,5.42,5
Skoda Rapid,180000,Diesel,Auto,2,8.78,7
KIA SONET,63080,Diesel,Manual,1,11.41,4
Maruti Vitara Brezza,77860,Petrol,Manual,1,6.11,4
Maruti Swift,170000,Diesel,Manual,2,2.55,13
Toyota Innova,270000,Diesel,Manual,2,4.25,14
Volkswagen Polo,200000,Diesel,Manual,3,3.8,12
Hyundai Creta,94710,Petrol,Auto,1,14.0,4
Volkswagen Ameo,86220,Diesel,Manual,2,5.94,6
Maruti New Wagon-R,6250,Petrol,Manual,1,6.5,0
Volkswagen Vento,100000,Petrol,Manual,1,6.02,7
Hyundai VENUE,17910,Petrol,Auto,1,11.5,3
MG HECTOR PLUS,24650,Petrol,Manual,1,14.75,5
Audi Q5,100000,Diesel,Auto,1,16.47,12
Nissan Terrano,160000,Diesel,Manual,4,3.0,11
Maruti Alto 800,130000,Petrol,Manual,2,2.54,9
Maruti Baleno,31710,Petrol,Manual,2,6.3,7
Maruti Wagon R 1.0,73030,Petrol,Manual,3,2.14,14
Mahindra XUV300,13090,Petrol,Auto,1,13.75,3
Ford Figo Aspire,65620,Petrol,Manual,3,2.95,8
Tata Tiago,43510,Petrol,Manual,1,4.18,5
Skoda Rapid,130000,Diesel,Manual,4,2.23,13
Tata ALTROZ,39570,Petrol,Manual,1,5.35,5
Hyundai Eon,56650,Petrol,Manual,3,1.33,13
Tata TIGOR,36500,Petrol,Auto,1,5.2,5
Tata Safari,110000,Diesel,Manual,2,1.1,15
Hyundai Elite i20,58920,Petrol,Manual,1,5.5,6
Mahindra Xylo,160000,Diesel,Manual,2,2.35,13
Maruti Alto,78480,Petrol,Manual,2,1.25,14
Honda BR-V,28510,Petrol,Manual,1,7.5,8
Hyundai Elite i20,69620,Petrol,Manual,2,6.38,8
Maruti Ertiga,50920,Petrol,Manual,2,8.1,6
Maruti Ciaz,95010,Diesel,Manual,1,7.57,8
Tata ALTROZ,23770,Petrol,Manual,2,6.37,5
Maruti Alto,53180,Petrol,Manual,3,1.45,15
Maruti Eeco,62520,Petrol,Manual,1,1.2,14
Maruti Swift,94900,Diesel,Manual,2,4.3,10
Maruti S PRESSO,54780,Petrol,Manual,2,3.74,4
Maruti Baleno,70460,Petrol,Manual,1,5.56,6
Honda Amaze,100000,Petrol,Manual,2,6.59,6
Honda Jazz,56070,Petrol,Manual,1,4.75,8
Maruti Alto K10,36810,Petrol,Auto,2,3.6,7
Maruti Alto K10,37030,Petrol,Auto,3,3.2,10
Hyundai Verna,120000,Diesel,Manual,3,3.12,13
Maruti Baleno,110000,Petrol,Manual,1,4.99,9
Chevrolet Beat,190000,Diesel,Manual,1,1.18,14
Hyundai Verna,36870,Petrol,Manual,1,8.0,6
Hyundai Verna,61670,Petrol,Auto,3,5.0,9
Hyundai Verna,7940,Petrol,Manual,1,16.0,1
Tata NEXON,100000,Diesel,Auto,1,6.0,7
Tata ALTROZ,36200,Petrol,Manual,2,6.0,5
Tata Harrier,39240,Diesel,Auto,1,16.6,4
Nissan Sunny,61600,Petrol,Manual,1,3.49,13
Mahindra Bolero,69050,Diesel,Manual,1,3.35,13
Ford Ecosport,120000,Diesel,Manual,2,4.9,10
Tata NEXON,89710,Diesel,Manual,1,7.5,5
Maruti S PRESSO,30270,Petrol,Manual,1,5.54,3
Toyota YARIS,62810,Petrol,Auto,1,8.69,7
Skoda Rapid,150000,Diesel,Manual,2,2.98,11
Ford New Figo,120000,Petrol,Manual,1,3.63,9
Toyota Etios,94740,Diesel,Manual,1,4.5,10
Toyota Etios,40030,Petrol,Manual,2,6.0,8
Honda City,9770,Petrol,Auto,1,13.5,2
Maruti Vitara Brezza,59550,Diesel,Manual,1,7.5,8
Hyundai ALCAZAR,11280,Petrol,Auto,1,18.3,4
Maruti XL6,47270,Petrol,Auto,1,14.0,2
Maruti Ertiga,54400,Petrol,Auto,1,9.5,4
Hyundai VENUE,32119,Petrol,Manual,1,8.3,4
Maruti BREZZA,7370,Petrol,Manual,1,10.69,1
Volkswagen TAIGUN,22670,Petrol,Manual,1,15.08,2
Maruti Swift,120000,Petrol,Manual,4,3.5,9
Maruti Ritz,78440,Diesel,Manual,6,2.07,15
Mahindra Kuv100,61990,Petrol,Manual,1,3.92,9
Honda Jazz,59740,Petrol,Manual,2,4.49,9
Mahindra XUV500,110000,Diesel,Manual,1,9.33,8
Mahindra XUV300,180000,Diesel,Auto,1,10.8,5
Maruti Alto,44420,Petrol,Manual,2,3.6,5
Hyundai Creta,38870,Petrol,Manual,1,11.0,5
Renault Lodgy,160000,Diesel,Manual,1,6.24,10
Renault Kiger,5180,Petrol,Manual,1,6.0,1
Mahindra Thar,24180,Petrol,Auto,1,12.8,2
Maruti Dzire,27830,Petrol,Manual,1,5.25,4
Hyundai Elite i20,71300,Petrol,Manual,2,4.25,9
Mahindra SCORPIO-N,15470,Petrol,Manual,1,17.0,3
Hyundai Xcent,100000,Diesel,Manual,2,3.1,7
Hyundai Creta,170000,Diesel,Manual,1,7.44,7
Maruti Wagon R 1.0,110000,Petrol,Manual,2,1.25,15
Volkswagen Polo,88740,Petrol,Manual,3,3.58,9
Hyundai Grand i10,280000,Diesel,Manual,1,2.67,9
Tata TIAGO NRG,43470,Petrol,Auto,1,6.0,2
Chevrolet Optra Magnum,170000,Diesel,Manual,2,1.27,15
Maruti Swift,100000,Diesel,Manual,2,3.38,10
Skoda Rapid,140000,Diesel,Manual,3,2.66,10
Chevrolet Beat,100000,Diesel,Manual,2,1.28,11
Volkswagen Vento,87470,Diesel,Manual,3,2.46,12
Ford Ecosport,130000,Petrol,Auto,2,3.75,8
Hyundai Verna,170000,Diesel,Manual,1,7.0,8
Maruti Eeco,76450,Petrol,Manual,1,2.52,14
Tata NEXON,2570,Petrol,Manual,1,8.25,2
Maruti OMNI E,110000,Petrol,Manual,2,1.7,7
BMW 5 Series,160000,Diesel,Auto,2,11.11,13
Hyundai Elite i20,68570,Petrol,Manual,2,5.53,6
Nissan Terrano,160000,Diesel,Manual,2,2.0,12
Maruti Baleno,79020,Petrol,Auto,2,5.81,6
Tata Tiago,50480,Petrol,Manual,2,4.86,4
MG ASTOR,62340,Petrol,Manual,3,11.36,3
Honda City,23510,Petrol,Auto,1,6.5,8
Maruti Swift Dzire,170000,Diesel,Manual,2,3.2,13
Hyundai GRAND I10 NIOS,45890,Petrol,Manual,3,5.14,4
Tata Zest,200000,Diesel,Manual,3,3.5,7
Ford Ecosport,89320,Diesel,Manual,2,5.46,8
Volkswagen Polo,140000,Petrol,Manual,1,5.73,4
Tata Harrier,130000,Diesel,Auto,1,14.0,4
Tata PUNCH EV,6920,Electric,Auto,1,9.5,1
Renault Kwid,88760,Petrol,Auto,1,3.64,6
Jeep Compass,58800,Diesel,Manual,2,7.95,8
Honda City,77960,Petrol,Manual,1,9.52,5
Maruti Celerio,92430,Petrol,Manual,1,5.5,3
Hyundai VENUE,71500,Petrol,Auto,2,7.0,6
Mahindra SCORPIO-N,14760,Petrol,Manual,1,17.5,3
Mahindra MARAZZO,220000,Diesel,Manual,3,6.2,6
Hyundai Creta,130000,Diesel,Auto,1,7.0,9
Volkswagen Polo,88970,Petrol,Auto,1,8.88,3
Jeep Compass,110000,Petrol,Auto,2,13.76,6
Toyota Urban Cruiser Taisor,7880,Petrol,Manual,1,11.47,1
KIA SONET,87440,Diesel,Auto,1,12.0,4
Hyundai Xcent,120000,Diesel,Manual,1,4.38,7
Volkswagen TAIGUN,32100,Petrol,Auto,1,12.0,4
Hyundai Santa Fe,200000,Diesel,Manual,2,3.72,13
Mahindra Thar,82970,Diesel,Manual,1,12.0,4
Maruti Eeco,29900,Petrol,Manual,1,6.26,2
Jeep Compass,72910,Diesel,Manual,2,9.0,7
Mahindra Thar,140000,Diesel,Manual,1,11.0,5
Maruti Dzire,49910,CNG,Manual,1,7.55,3
Ford Ecosport,22120,Diesel,Manual,1,3.0,11
Hyundai NEW I20,27260,Diesel,Manual,1,7.0,4
Skoda Rapid,81790,Diesel,Manual,3,1.83,13
Hyundai i20,120000,Diesel,Manual,4,1.17,14
Maruti Wagon R 1.0,83790,Petrol,Manual,3,2.6,10
Ford Figo Aspire,120000,Diesel,Manual,1,3.0,8
Ford Ecosport,58450,Diesel,Manual,2,5.5,6
Tata Safari Storme,130000,Diesel,Manual,1,5.32,8
Maruti Vitara Brezza,39720,Petrol,Manual,2,7.43,5
Ford Ecosport,78590,Diesel,Manual,2,3.99,11
KIA SONET,92830,Petrol,Manual,2,8.02,3
ISUZU D-Max V Cross,95010,Diesel,Manual,1,13.75,7
Hyundai Eon,72280,Petrol,Manual,3,1.65,9
Renault Kwid,52160,Petrol,Manual,2,2.63,9
Maruti Swift,120000,Diesel,Manual,4,2.5,13
Renault Kwid,140000,Petrol,Manual,2,1.8,7
Hyundai Verna,78100,Petrol,Manual,4,2.06,13
MG ASTOR,31170,Petrol,Manual,1,9.5,3
Ford New Figo,110000,Diesel,Manual,1,4.75,5
Mahindra XUV 3XO,11500,Petrol,Auto,1,11.75,1
Hyundai Creta,43120,Petrol,Manual,3,5.55,8
Ford Figo Aspire,67880,Petrol,Manual,1,2.86,8
Maruti Ciaz,70390,Petrol,Manual,1,6.57,6
Hyundai i10,33710,Petrol,Manual,2,3.09,9
Maruti Swift Dzire,150000,Petrol,Manual,1,3.15,9
Hyundai Santro Xing,58960,Petrol,Manual,1,1.92,12
Hyundai Grand i10,100000,Diesel,Manual,1,3.6,8
Maruti Alto 800,150000,Petrol,Manual,2,1.42,12
Hyundai Verna,110000,Petrol,Manual,2,2.2,13
Maruti Ertiga,95060,Petrol,Manual,1,10.16,4
Hyundai Santro Xing,73260,Petrol,Manual,2,1.42,14
Maruti Ritz,150000,Petrol,Manual,1,1.71,14
Honda City,120000,Petrol,Manual,2,2.0,13
Mahindra Kuv100,48510,Petrol,Manual,1,2.0,8
Maruti New Wagon-R,49770,Petrol,Manual,1,4.47,6
Maruti Vitara Brezza,65560,Petrol,Manual,2,6.5,4
Toyota Corolla Altis,130000,Petrol,Auto,2,2.0,13
Maruti XL6,59590,Petrol,Manual,1,6.33,6
Hyundai Verna,37650,Petrol,Manual,2,3.3,12
Tata NEXON,40290,Petrol,Manual,1,4.97,8
Honda Jazz,120000,Petrol,Manual,1,3.19,9
Maruti Wagon R 1.0,75850,Petrol,Manual,1,1.88,13
Hyundai Creta,41350,Petrol,Auto,1,14.01,4
Toyota Etios,120000,Diesel,Manual,2,2.97,9
Hyundai Creta,160000,Diesel,Manual,2,7.7,9
Honda Jazz,150000,Diesel,Manual,2,3.0,9
Maruti Swift Dzire,86500,Diesel,Manual,2,4.57,8
Maruti Swift Dzire,300000,Diesel,Manual,1,1.5,14
Hyundai Xcent,130000,Diesel,Manual,2,3.58,8
Renault Kwid,11710,Petrol,Auto,1,5.0,3
Maruti Eeco,34460,Petrol,Manual,1,5.14,2
Maruti Baleno,12800,Petrol,Auto,1,8.51,1
Volkswagen Jetta,300000,Diesel,Auto,1,6.39,9
Mahindra Scorpio,150000,Diesel,Manual,1,14.77,6
Volkswagen TIGUAN,210000,Diesel,Auto,1,15.62,7
Hyundai Santa Fe,91770,Diesel,Auto,2,6.99,9
BMW 3 Series,71840,Diesel,Auto,2,8.78,11
Mahindra TUV 300 PLUS,66380,Diesel,Manual,1,7.49,6
Volkswagen Vento,160000,Diesel,Manual,4,3.19,12
Audi A4,110000,Diesel,Auto,1,4.75,15
Hyundai Elite i20,43670,Diesel,Manual,2,6.8,7
Maruti Swift Dzire,100000,Petrol,Manual,2,4.0,10
Tata NEXON,41120,Diesel,Manual,2,13.75,3
Maruti Ritz,150000,Diesel,Manual,2,2.99,13
Maruti Baleno,40190,Petrol,Manual,1,6.65,2
Nissan Micra,68440,Diesel,Manual,2,1.83,13
Hyundai Grand i10,110000,Diesel,Manual,1,3.0,9
Toyota YARIS,43650,Petrol,Manual,1,6.65,7
Nissan MAGNITE,23880,Petrol,Manual,1,6.75,2
Ford Fiesta,150000,Diesel,Manual,2,1.42,15
Maruti Celerio,87830,Petrol,Manual,2,3.27,9
Tata Indigo ECS,85390,Diesel,Manual,1,1.4,14
Hyundai Elite i20,130000,Diesel,Manual,1,4.11,10
Hyundai i10,90390,Petrol,Manual,2,2.19,13
Chevrolet Beat,43410,Petrol,Manual,1,1.0,15
Volkswagen Vento,140000,Diesel,Auto,3,5.75,9
Maruti Wagon R 1.0,120000,Petrol,Manual,1,3.43,8
MG ASTOR,14000,Petrol,Manual,1,13.75,2
Hyundai Creta,190000,Diesel,Manual,2,6.5,9
Skoda Rapid,160000,Diesel,Manual,2,6.0,8
Maruti Baleno,61900,Petrol,Manual,2,4.25,9
Maruti Vitara Brezza,120000,Diesel,Manual,1,7.26,8
Maruti Dzire,72280,Petrol,Manual,1,6.25,3
Maruti Vitara Brezza,83630,Diesel,Manual,1,7.03,6
Maruti S PRESSO,26380,Petrol,Manual,1,5.28,3
Maruti Vitara Brezza,130000,Diesel,Manual,2,6.5,8
MG HECTOR PLUS,50610,Petrol,Auto,2,13.9,3
Maruti Dzire,71250,Petrol,Manual,2,6.25,3
Maruti Ertiga,38520,Petrol,Manual,1,6.92,6
Maruti Swift Dzire,47200,Diesel,Manual,1,5.74,8
Renault Duster,250000,Diesel,Manual,2,3.0,12
Ford Ecosport,64519,Petrol,Auto,2,9.23,7
Tata NEXON,68420,Petrol,Manual,3,8.48,5
Hyundai Creta,130000,Diesel,Manual,1,10.13,9
Honda Jazz,72710,Petrol,Manual,1,5.3,8
Mahindra XUV500,140000,Diesel,Auto,1,11.0,6
MG ASTOR,17730,Petrol,Auto,1,12.0,4
Renault Koleos,200000,Diesel,Manual,2,3.15,12
Honda City,59370,Petrol,Auto,1,9.11,6
Datsun Redi Go,22340,Petrol,Manual,1,3.5,5
MG HECTOR,95320,Diesel,Manual,1,12.0,4
Tata Hexa,140000,Diesel,Manual,2,7.13,7
Honda City,110000,Petrol,Auto,1,8.47,7
Tata NEXON EV,1450,Electric,Auto,1,17.44,1
Maruti Dzire,83370,Petrol,Manual,1,7.4,5
Hyundai Elite i20,46340,Petrol,Manual,1,2.55,11
Mercedes Benz C Class,99370,Diesel,Auto,3,6.0,14
Tata NEXON,6170,Petrol,Manual,1,7.75,2
Maruti Baleno,170000,Petrol,Manual,1,4.5,7
Maruti Alto 800,61370,Petrol,Manual,2,1.97,11
Hyundai i10,86480,Petrol,Manual,3,2.08,13
Maruti Alto 800,120000,Petrol,Manual,2,1.45,12
Tata ALTROZ,64790,Petrol,Manual,1,5.84,5
Maruti Celerio,70310,Petrol,Manual,2,3.0,9
Maruti Swift Dzire,180000,Diesel,Manual,3,1.7,15
Maruti Wagon R 1.0,110000,Petrol,Manual,3,2.31,12
Maruti Ciaz,110000,Petrol,Manual,2,6.25,10
Maruti IGNIS,76220,Petrol,Manual,1,4.1,8
Tata ALTROZ,35160,Petrol,Manual,1,6.57,3
Hyundai Eon,43290,Petrol,Manual,3,2.2,8
Renault TRIBER,37960,Petrol,Auto,2,5.39,5
Maruti Ciaz,55770,Petrol,Manual,1,4.36,8
Maruti Vitara Brezza,7360,Petrol,Manual,1,6.92,4
Maruti S Cross,95630,Diesel,Manual,2,3.88,9
Volkswagen Vento,160000,Diesel,Manual,2,1.71,14
Volkswagen Vento,100000,Petrol,Manual,1,4.66,9
Honda City,87380,Petrol,Manual,1,3.0,14
Audi A4,120000,Diesel,Auto,3,7.14,11
Honda Amaze,120000,Diesel,Manual,2,3.1,12
Honda City,91700,Petrol,Manual,1,1.85,15
Hyundai i20,78870,Petrol,Manual,2,1.31,15
Maruti Wagon R 1.0,20370,Petrol,Manual,1,3.35,11
Maruti Wagon R 1.0,80450,Petrol,Auto,2,3.63,7
Maruti Alto K10,81610,Petrol,Manual,2,1.44,14
Maruti Ciaz,54430,Petrol,Manual,1,5.83,5
Maruti Baleno,8250,Petrol,Manual,1,6.66,3
Hyundai Xcent,73760,Diesel,Manual,1,4.56,7
Skoda Octavia,130000,Diesel,Manual,2,4.9,10
Maruti Dzire,59280,Diesel,Auto,1,6.0,8
Mahindra Thar,25510,Petrol,Manual,1,11.36,3
